Invoice List by Date,,,,,,,,
05/17/2024,Invoice,S290,Siemens Industry:TAFB Z8 Small Arms BAU 340113,,,06/16/2024,"9,000.00",0.00
05/17/2024,Invoice,S291,Siemens Industry:TAFB Airey Gate BAU 351377,,,06/16/2024,"1,500.00",0.00
05/17/2024,Invoice,S292,Siemens Industry:TAFB Marina BAU 353283,,,06/16/2024,"17,500.00",0.00
05/17/2024,Invoice,S293,Siemens Industry:TAFB Z8 Small Arms IOT 340592,,,06/16/2024,"13,000.00",0.00
05/17/2024,Invoice,S294,Siemens Industry:TAFB Pumphouse BAU 351459,,,06/16/2024,"1,500.00",0.00
05/17/2024,Invoice,S295,Siemens Industry:TAFB Concessions BAU 351461,,,06/16/2024,"1,500.00",0.00
05/17/2024,Invoice,S296,Siemens Industry:TAFB Bathhouse BAU 353220,,,06/16/2024,"1,500.00",0.00
05/17/2024,Invoice,S297,Siemens Industry:TAFB Marina GS SES 353402,,,06/16/2024,"4,000.00",0.00
05/17/2024,Invoice,S299,Siemens Industry:TAFB Chapel BAU 355480,,,06/16/2024,"2,500.00",0.00
05/17/2024,Invoice,S300,Siemens Industry:TAFB Chapel IOT 355486,,,06/16/2024,"2,500.00",0.00
05/17/2024,Invoice,S302,Siemens Industry:TAFB Chapel GS 355490,,,06/16/2024,"2,500.00",0.00
05/17/2024,Invoice,S303,Siemens Industry:TAFB Bowling BAU 355570,,,06/16/2024,"9,500.00",0.00
05/17/2024,Invoice,S304,Siemens Industry:TAFB Rec Center BAU 355483,,,06/16/2024,"14,000.00",0.00
05/17/2024,Invoice,S305,Siemens Industry:TAFB Bowling IOT 355493,,,06/16/2024,"2,500.00",0.00
05/18/2024,Invoice,S286,Siemens Industry:TAFB WEG FIRE 339113,,,06/17/2024,"26,000.00",0.00
05/18/2024,Invoice,S287,Siemens Industry:TAFB Marina Fire 353397,,,06/17/2024,"10,500.00",0.00
05/18/2024,Invoice,S298,Siemens Industry:TAFB FMS Facilities Fire 342054,,,06/17/2024,"5,000.00",0.00
05/18/2024,Invoice,S301,Siemens Industry:TAFB Chapel Fire 355488,,,06/17/2024,"4,000.00",0.00
05/18/2024,Invoice,T048,Trane U.S. Inc.:Freeport Middle School,,,06/17/2024,"4,500.00",0.00
05/20/2024,Invoice,T049,Engineered Cooling Services:Careertech,,,06/19/2024,"11,000.00",0.00
05/20/2024,Invoice,T050,Path Controls:MAAS Paint Booth,,,06/19/2024,"8,827.00",0.00
05/20/2024,Invoice,T051,Engineered Cooling Services:Silverhill Elementary,,,06/19/2024,"12,500.00",0.00
05/20/2024,Invoice,T052,Engineered Cooling Services:GE Vernova,,,06/19/2024,"13,000.00",0.00
05/20/2024,Invoice,T054,Trane U.S. Inc.:Allied Health,,,06/19/2024,"25,000.00",0.00
05/20/2024,Invoice,S306,Siemens Industry:TAFB Bowling Rec Center Fire 355479,,,06/19/2024,"28,000.00",0.00
05/20/2024,Invoice,S307,Siemens Industry:Eglin B8840,,,06/19/2024,"4,000.00",0.00
05/20/2024,Invoice,S306b,Siemens Industry:NAS Bld 603,,,06/19/2024,"4,500.00",0.00
05/23/2024,Invoice,J111,Johnson Controls:GCRMC AHU 30,,,06/22/2024,"5,585.00",0.00
05/23/2024,Invoice,J110,Johnson Controls:GCRMC Chiller 3,,,06/22/2024,"14,397.00",0.00
05/28/2024,Invoice,S305b,Siemens Industry:Pace K-8,,,06/27/2024,"4,100.00",0.00
06/11/2024,Invoice,E121,Engineered Cooling Services:Silverhill Elementary,,,07/11/2024,"7,500.00",0.00
06/11/2024,Invoice,T053,Trane U.S. Inc.:Allied Health,,,07/11/2024,"6,000.00",0.00
06/11/2024,Invoice,E122,Engineered Cooling Services:GE Vernova,,,07/11/2024,"6,500.00",0.00
06/11/2024,Invoice,S309,Siemens Industry:NAS Bld 603,,,07/11/2024,"6,000.00",0.00
06/11/2024,Invoice,C0101,CCI Mechanical:Eglin C-6,,,07/11/2024,"35,649.00",0.00
06/11/2024,Invoice,S308,Siemens Industry:UWF Bld 54,,,07/11/2024,"6,326.00",0.00
06/11/2024,Invoice,S310,Siemens Industry:TAFB Marina IOT 353312,,,07/11/2024,"18,000.00",0.00
06/11/2024,Invoice,S311,Siemens Industry:TAFB Marina Fire 353397,,,07/11/2024,"4,000.00",0.00
06/11/2024,Invoice,S312,Siemens Industry:TAFB WEG IOT 337876,,,07/11/2024,"1,800.00",0.00
06/11/2024,Invoice,S313,Siemens Industry:TAFB Z8 Small Arms IOT 340592,,,07/11/2024,"4,500.00",0.00
06/11/2024,Invoice,S315,Siemens Industry:TAFB Marina BAU 353283,,,07/11/2024,"2,500.00",0.00
06/11/2024,Invoice,S318,Siemens Industry:TAFB Chapel BAU 355480,,,07/11/2024,"6,500.00",0.00
06/11/2024,Invoice,S319,Siemens Industry:TAFB Chapel Fire 355488,,,07/11/2024,"1,500.00",0.00
06/11/2024,Invoice,S320,Siemens Industry:TAFB Bowling BAU 355570,,,07/11/2024,"9,500.00",0.00
06/11/2024,Invoice,S321,Siemens Industry:TAFB WEG HQ BAU 349067,,,07/11/2024,"15,000.00",0.00
06/11/2024,Invoice,S322,Siemens Industry:TAFB Bowling Rec Center Fire 355479,,,07/11/2024,"15,000.00",0.00
06/11/2024,Invoice,S323,Siemens Industry:TAFB Rec Center BAU 355483,,,07/11/2024,"13,000.00",0.00
06/11/2024,Invoice,S324,Siemens Industry:TAFB WEG HQ IOT 348868,,,07/11/2024,"10,000.00",0.00
06/11/2024,Invoice,S325,Siemens Industry:TAFB WEG HQ FIRE  348872,,,07/11/2024,"15,000.00",0.00
06/11/2024,Invoice,S326,Siemens Industry:TAFB WEG HQ SES 348875,,,07/11/2024,"5,000.00",0.00
07/15/2024,Invoice,Retainage,Johnson Controls,,,08/14/2024,"9,560.90",0.00
07/16/2024,Invoice,S316,Siemens Industry:TAFB Z8 Small Arms BAU 340113,,,08/15/2024,"4,500.00",0.00
07/16/2024,Invoice,T046,Trane U.S. Inc.:Freeport Middle School,,,08/15/2024,"25,500.00",0.00
07/16/2024,Invoice,E124,Engineered Cooling Services:Careertech,,,08/15/2024,"5,385.70",0.00
07/16/2024,Invoice,S342,Siemens Industry:Eglin B8840,,,08/15/2024,"12,000.00",0.00
07/16/2024,Invoice,S326.,Siemens Industry:TAFB Marina IOT 353312,,,08/15/2024,"3,500.00",0.00
07/16/2024,Invoice,S327,Siemens Industry:TAFB Marina Fire 353397,,,08/15/2024,"4,000.00",0.00
07/16/2024,Invoice,S328,Siemens Industry:TAFB WEG BAU 337878,,,08/15/2024,"7,000.00",0.00
07/16/2024,Invoice,S329,Siemens Industry:TAFB WEG IOT 337876,,,08/15/2024,"18,000.00",0.00
07/16/2024,Invoice,S331,Siemens Industry:TAFB Airey Gate BAU 351377,,,08/15/2024,"5,500.00",0.00
07/16/2024,Invoice,S332,Siemens Industry:TAFB Marina BAU 353283,,,08/15/2024,"3,808.00",0.00
07/16/2024,Invoice,S334,Siemens Industry:TAFB Marina GS SES 353402,,,08/15/2024,"5,000.00",0.00
07/16/2024,Invoice,S335,Siemens Industry:TAFB FMS Facilities Fire 342054,,,08/15/2024,"2,000.00",0.00
07/16/2024,Invoice,S336,Siemens Industry:TAFB Airey Gate IOT 350991,,,08/15/2024,"3,000.00",0.00
07/16/2024,Invoice,S337,Siemens Industry:TAFB Chapel BAU 355480,,,08/15/2024,"5,000.00",0.00
07/16/2024,Invoice,S338,Siemens Industry:TAFB Chapel Fire 355488,,,08/15/2024,"3,000.00",0.00
07/16/2024,Invoice,S339,Siemens Industry:TAFB Bowling BAU 355570,,,08/15/2024,"3,200.00",0.00
07/16/2024,Invoice,S340,Siemens Industry:TAFB Bowling Rec Center Fire 355479,,,08/15/2024,"10,000.00",0.00
07/16/2024,Invoice,S341,Siemens Industry:TAFB Rec Center BAU 355483,,,08/15/2024,"6,500.00",0.00
07/23/2024,Invoice,T055,Trane U.S. Inc.:Myrtle Grove Elementary,,,08/22/2024,"15,000.00",0.00
07/25/2024,Invoice,T056,Trane U.S. Inc.:Allied Health,,,08/24/2024,"6,000.00",0.00
07/25/2024,Invoice,T057,Trane U.S. Inc.:Workman Middle Media Center,,,08/24/2024,"6,953.00",0.00
07/30/2024,Invoice,S343,Siemens Industry:NAS Bld 603,,,08/29/2024,"5,000.00",0.00
07/31/2024,Invoice,E123a,Engineered Cooling Services:Soundside High School,,,08/30/2024,"8,627.00",0.00
08/07/2024,Invoice,T059,Trane U.S. Inc.:Freeport Middle School,,,09/06/2024,"15,000.00",0.00
08/13/2024,Invoice,E125,Engineered Cooling Services:GE Vernova,,,09/12/2024,"2,978.40",0.00
08/13/2024,Invoice,E126,Engineered Cooling Services:Soundside High School,,,09/12/2024,"16,647.85",0.00
08/13/2024,Invoice,E127,Engineered Cooling Services:UWF BLD 50,,,09/12/2024,"20,240.00",0.00
08/13/2024,Invoice,E128,Engineered Cooling Services:Whiting Control Tower,,,09/12/2024,"1,819.45",0.00
08/13/2024,Invoice,J112,Johnson Controls:USA CEP,,,09/12/2024,"2,686.60",0.00
08/13/2024,Invoice,J113,Johnson Controls:Gulf Coast Dietary Reno,,,09/12/2024,"1,800.00",0.00
08/14/2024,Invoice,S352,Siemens Industry:TAFB Airey Gate BAU 351377,,,09/13/2024,"5,393.25",0.00
08/14/2024,Invoice,S354,Siemens Industry:TAFB Airey Gate SES 351960,,,09/13/2024,"4,417.90",0.00
08/14/2024,Invoice,S355,Siemens Industry:TAFB Bowling BAU 355570,,,09/13/2024,"1,185.10",0.00
08/14/2024,Invoice,S356,Siemens Industry:TAFB Bowling Rec Center Fire 355479,,,09/13/2024,"4,535.10",0.00
08/14/2024,Invoice,S363,Siemens Industry:TAFB Chapel BAU 355480,,,09/13/2024,"3,000.00",0.00
08/14/2024,Invoice,S357,Siemens Industry:TAFB Chapel Fire 355488,,,09/13/2024,"3,000.00",0.00
08/14/2024,Invoice,S358,Siemens Industry:TAFB Concessions BAU 351461,,,09/13/2024,"1,022.85",0.00
08/14/2024,Invoice,S350,Siemens Industry:TAFB FMS Facilities Fire 342054,,,09/13/2024,"6,000.00",0.00
08/14/2024,Invoice,S360,Siemens Industry:TAFB Marina GS SES 353402,,,09/13/2024,789.00,0.00
08/14/2024,Invoice,S345,Siemens Industry:TAFB Mobility Storage IOT 334929,,,09/13/2024,"1,008.00",0.00
08/14/2024,Invoice,S361,Siemens Industry:TAFB Pumphouse BAU 351459,,,09/13/2024,"2,566.40",0.00
08/14/2024,Invoice,S362,Siemens Industry:TAFB Rec Center BAU 355483,,,09/13/2024,"2,000.00",0.00
08/15/2024,Invoice,T043,Trane U.S. Inc.:Beulah Fire Station,,,09/14/2024,"4,396.00",0.00
08/15/2024,Invoice,S346,Siemens Industry:TAFB WEG BAU 337878,,,09/14/2024,"10,000.00",0.00
08/15/2024,Invoice,S364,Siemens Industry:TAFB WEG FIRE 339113,,,09/14/2024,"21,253.00",0.00
08/15/2024,Invoice,S365,Siemens Industry:TAFB WEG GS 364281,,,09/14/2024,"3,000.00",0.00
08/15/2024,Invoice,S351,Siemens Industry:TAFB WEG HQ IOT 348868,,,09/14/2024,"5,000.00",0.00
08/15/2024,Invoice,S347,Siemens Industry:TAFB WEG IOT 337876,,,09/14/2024,"5,000.00",0.00
08/15/2024,Invoice,T062,Trane U.S. Inc.:Allied Health,,,09/14/2024,"10,000.00",0.00
08/16/2024,Invoice,S348,Siemens Industry:TAFB Small Arms Fire 338549,,,09/15/2024,"16,687.00",0.00
08/16/2024,Invoice,S349,Siemens Industry:TAFB Z8 Small Arms BAU 340113,,,09/15/2024,"2,989.00",0.00
08/16/2024,Invoice,S366a,Siemens Industry:NAS Bld 603,,,09/15/2024,"3,000.00",0.00
08/20/2024,Invoice,E123,Engineered Cooling Services:Careertech,,,09/19/2024,"10,987.30",0.00
08/27/2024,Invoice,S345A,Siemens Industry:TAFB Airey Gate IOT 350991,,,09/26/2024,"4,983.00",0.00
08/31/2024,Invoice,T063,Trane U.S. Inc.:Kaleo Hall,,,11/14/2024,"10,000.00",0.00
09/03/2024,Invoice,T0124,Trane U.S. Inc.:Freeport Middle School,,,11/17/2024,"28,679.20",0.00
09/06/2024,Invoice,S366,Siemens Industry:TAFB Bathhouse BAU 353220,,,10/06/2024,"14,600.00",0.00
09/06/2024,Invoice,S367,Siemens Industry:TAFB Bowling IOT 355493,,,10/06/2024,"6,752.00",0.00
09/06/2024,Invoice,S368,Siemens Industry:TAFB Bowling Rec Center Fire 355479,,,10/06/2024,"3,186.00",0.00
09/06/2024,Invoice,S369,Siemens Industry:TAFB Chapel BAU 355480,,,10/06/2024,"1,181.00",0.00
09/06/2024,Invoice,S370,Siemens Industry:TAFB Chapel Fire 355488,,,10/06/2024,"1,266.00",0.00
09/06/2024,Invoice,S371,Siemens Industry:TAFB Chapel IOT 355486,,,10/06/2024,"1,300.00",0.00
09/09/2024,Invoice,T061,Trane U.S. Inc.:Freeport Middle School,,,11/23/2024,"10,000.00",0.00
09/09/2024,Invoice,E129,Engineered Cooling Services:GE Vernova,,,10/09/2024,"12,612.00",0.00
09/09/2024,Invoice,E130,Engineered Cooling Services:Silverhill Elementary,,,10/09/2024,"5,153.00",0.00
09/09/2024,Invoice,E131,Engineered Cooling Services:Soundside High School,,,10/09/2024,"8,020.00",0.00
09/09/2024,Invoice,E132,Engineered Cooling Services:UWF BLD 50,,,10/09/2024,"25,300.00",0.00
09/09/2024,Invoice,E133,Engineered Cooling Services:Whiting Control Tower,,,10/09/2024,"1,819.00",0.00
09/11/2024,Invoice,J033R,Johnson Controls,,,10/11/2024,500.00,0.00
09/11/2024,Invoice,J038R,Johnson Controls,,,10/11/2024,"1,500.00",0.00
09/11/2024,Invoice,J040R,Johnson Controls,,,10/11/2024,250.00,0.00
09/11/2024,Invoice,J042R,Johnson Controls,,,10/11/2024,"1,500.00",0.00
09/11/2024,Invoice,J045R,Johnson Controls,,,10/11/2024,387.65,0.00
09/11/2024,Invoice,J047R,Johnson Controls,,,10/11/2024,916.00,0.00
09/11/2024,Invoice,J052R,Johnson Controls,,,10/11/2024,129.55,0.00
09/11/2024,Invoice,J075R,Johnson Controls,,,10/11/2024,910.00,0.00
09/11/2024,Invoice,S376,Siemens Industry:TAFB Pumphouse BAU 351459,,,10/11/2024,"3,830.00",0.00
09/11/2024,Invoice,S375,Siemens Industry:NAS Package 1,,,10/11/2024,"1,200.00",0.00
09/12/2024,Invoice,J027R,Johnson Controls,,,10/12/2024,"1,500.00",0.00
09/12/2024,Invoice,S377,Siemens Industry:TAFB WEG IOT 337876,,,10/12/2024,"15,878.00",0.00
09/12/2024,Invoice,S378,Siemens Industry:TAFB Marina IOT 353312,,,10/12/2024,"6,278.00",0.00
09/12/2024,Invoice,S380,Siemens Industry:TAFB WEG GS 364281,,,10/12/2024,"2,122.00",0.00
09/12/2024,Invoice,S381,Siemens Industry:TAFB FMS Facilities Fire 342054,,,10/12/2024,"3,000.00",0.00
09/12/2024,Invoice,S379,Siemens Industry:TAFB WEG FIRE 339113,,,10/12/2024,"19,300.00",0.00
09/13/2024,Invoice,S374,Siemens Industry:TAFB Rec Center IOT 355569,,,10/13/2024,"6,752.00",0.00
09/15/2024,Invoice,E138,Trane U.S. Inc.:Chipola Building D,,,10/15/2024,"12,038.75",0.00
09/20/2024,Invoice,S382,Siemens Industry:TAFB WEG HQ BAU 349067,,,10/20/2024,"15,000.00",0.00
09/23/2024,Invoice,S383,Siemens Industry:TAFB WEG HQ IOT 348868,,,10/23/2024,"5,000.00",0.00
09/25/2024,Invoice,T064,Trane U.S. Inc.:Freeport Middle School,,,10/25/2024,"10,000.00",0.00
09/30/2024,Invoice,T066,Trane U.S. Inc.:Allied Health,,,10/30/2024,"7,137.80",0.00
09/30/2024,Invoice,T067,Trane U.S. Inc.:Freeport Middle School,,,10/30/2024,"11,294.80",0.00
09/30/2024,Invoice,T068,Trane U.S. Inc.:Kaleo Hall,,,10/30/2024,"11,117.30",0.00
10/10/2024,Invoice,E134,Engineered Cooling Services:GE Vernova,,,11/09/2024,"6,422.40",0.00
10/10/2024,Invoice,E135,Engineered Cooling Services:Soundside High School,,,11/09/2024,"16,649.55",0.00
10/10/2024,Invoice,E136,Engineered Cooling Services:UWF BLD 50,,,11/09/2024,"2,530.00",0.00
10/10/2024,Invoice,E137,Engineered Cooling Services:Silverhill Elementary,,,11/09/2024,"18,827.40",0.00
10/15/2024,Invoice,S384,Siemens Industry:TAFB Airey Gate BAU 351377,,,11/14/2024,941.75,0.00
10/15/2024,Invoice,S385,Siemens Industry:TAFB Airey Gate SES 351960,,,11/14/2024,364.10,0.00
10/15/2024,Invoice,S386,Siemens Industry:TAFB Bathhouse BAU 353220,,,11/14/2024,978.00,0.00
10/15/2024,Invoice,S387,Siemens Industry:TAFB Bowling BAU 355570,,,11/14/2024,"4,730.85",0.00
10/15/2024,Invoice,S388,Siemens Industry:TAFB Bowling IOT 355493,,,11/14/2024,"5,876.60",0.00
10/15/2024,Invoice,S389,Siemens Industry:TAFB Bowling Rec Center Fire 355479,,,11/14/2024,"16,825.70",0.00
10/15/2024,Invoice,S390,Siemens Industry:TAFB Bowling Rec Center GS 355492,,,11/14/2024,"11,715.50",0.00
10/15/2024,Invoice,S391,Siemens Industry:TAFB Chapel BAU 355480,,,11/14/2024,"9,091.10",0.00
10/15/2024,Invoice,S392,Siemens Industry:TAFB Chapel Fire 355488,,,11/14/2024,"7,633.00",0.00
10/15/2024,Invoice,S393,Siemens Industry:TAFB Chapel IOT 355486,,,11/14/2024,"9,074.75",0.00
10/15/2024,Invoice,S394,Siemens Industry:TAFB Concessions BAU 351461,,,11/14/2024,841.15,0.00
10/15/2024,Invoice,S397,Siemens Industry:TAFB Marina GS SES 353402,,,11/14/2024,"5,247.00",0.00
10/15/2024,Invoice,S398,Siemens Industry:TAFB Pumphouse BAU 351459,,,11/14/2024,547.60,0.00
10/15/2024,Invoice,S399,Siemens Industry:TAFB Rec Center BAU 355483,,,11/14/2024,"11,698.40",0.00
10/15/2024,Invoice,S400,Siemens Industry:TAFB Rec Center IOT 355569,,,11/14/2024,"14,740.80",0.00
10/15/2024,Invoice,V100,VA Jackson:Jackson Valve Replacement,,,11/14/2024,"40,000.00",0.00
10/15/2024,Invoice,T070,Trane U.S. Inc.:Chipola Building M,,,11/14/2024,"4,400.00",0.00
10/15/2024,Invoice,T071,Trane U.S. Inc.:Chipola Building I,,,11/14/2024,"2,600.00",0.00
10/15/2024,Invoice,T073,Trane U.S. Inc.:Allied Health,,,11/14/2024,"12,610.00",0.00
10/15/2024,Invoice,T074,Trane U.S. Inc.:Chipola Building O,,,11/14/2024,"2,500.00",0.00
10/15/2024,Invoice,T075,Trane U.S. Inc.:Kaleo Hall,,,11/14/2024,"7,039.00",0.00
10/15/2024,Invoice,T076,Trane U.S. Inc.:Myrtle Grove Elementary,,,11/14/2024,"7,383.00",0.00
10/29/2024,Invoice,J116,Johnson Controls:Gulf Coast Dietary Reno,,,11/28/2024,"8,200.00",0.00
10/29/2024,Invoice,K1001,Keesler AFB:Keesler Phase 2,,Voided,11/28/2024,0.00,0.00
10/30/2024,Invoice,T072,Trane U.S. Inc.:Seacoast High School,,,11/29/2024,"9,500.00",0.00
11/01/2024,Invoice,E138a,Engineered Cooling Services:GE Vernova,,,12/01/2024,"12,844.80",0.00
11/01/2024,Invoice,E139a,Engineered Cooling Services:Leonardo Hangar,,,12/01/2024,"7,116.00",0.00
11/01/2024,Invoice,E140,Engineered Cooling Services:Okaloosa Gas,,,12/01/2024,"18,931.30",0.00
11/01/2024,Invoice,E141,Engineered Cooling Services:Silverhill Elementary,,,12/01/2024,"31,378.00",0.00
11/01/2024,Invoice,E142,Engineered Cooling Services:Soundside High School,,,12/01/2024,"16,647.00",0.00
11/01/2024,Invoice,E143,Engineered Cooling Services:UWF BLD 50,,,12/01/2024,"22,770.00",0.00
11/05/2024,Invoice,J117,Johnson Controls:Twin Cities AHU 3,,,12/05/2024,"3,544.20",0.00
11/05/2024,Invoice,J118,Johnson Controls:Twin Cities AHU 5,,,12/05/2024,"7,760.40",0.00
11/05/2024,Invoice,J115A,Johnson Controls:Daytona State College,,,12/05/2024,"12,400.00",0.00
11/05/2024,Invoice,S410,Siemens Industry:TAFB Z8 Small Arms IOT 340592,,,12/05/2024,"2,622.00",0.00
11/07/2024,Invoice,T069,Trane U.S. Inc.:Chipola Building C,,,12/07/2024,"5,400.00",0.00
11/08/2024,Invoice,S401,Siemens Industry:TAFB Fire Truck Fire 347056,,,12/08/2024,"7,023.00",0.00
11/08/2024,Invoice,S402,Siemens Industry:TAFB Marina Fire 353397,,,12/08/2024,"2,721.00",0.00
11/08/2024,Invoice,S403,Siemens Industry:TAFB Rec Center BAU 355483,,,12/08/2024,"39,148.00",0.00
11/08/2024,Invoice,S404,Siemens Industry:TAFB Rec Center IOT 355569,,,12/08/2024,"23,181.00",0.00
11/08/2024,Invoice,S405,Siemens Industry:TAFB Small Arms Fire 338549,,,12/08/2024,"1,650.00",0.00
11/13/2024,Invoice,J119,Johnson Controls:Daytona State College,,,12/13/2024,"25,700.00",0.00
11/15/2024,Invoice,T077,Trane U.S. Inc.:Chipola Building D,,,12/15/2024,"36,116.00",0.00
11/15/2024,Invoice,T078,Trane U.S. Inc.:Chipola Building C,,,12/15/2024,"9,097.00",0.00
11/15/2024,Invoice,T079,Trane U.S. Inc.:Kaleo Hall,,,12/15/2024,"10,558.00",0.00
11/15/2024,Invoice,T080,Trane U.S. Inc.:Seacoast High School,,,12/15/2024,"3,187.00",0.00
11/15/2024,Invoice,J120,Johnson Controls:Twin Cities AHU 3,,,12/15/2024,"7,088.40",0.00
11/15/2024,Invoice,J121,Johnson Controls:Twin Cities AHU 5,,,12/15/2024,"10,347.20",0.00
11/20/2024,Invoice,K1001,Keesler AFB:Keesler Phase 2,,,12/20/2024,"139,614.90",0.00
11/22/2024,Invoice,S409,Siemens Industry:TAFB Concessions BAU 351461,,,12/22/2024,"10,955.00",0.00
12/02/2024,Invoice,E144,Engineered Cooling Services:GE Vernova,,,01/01/2025,"9,866.40",0.00
12/02/2024,Invoice,E145,Engineered Cooling Services:Leonardo Hangar,,,01/01/2025,"7,116.00",0.00
12/02/2024,Invoice,E146,Engineered Cooling Services:Okaloosa Gas,,,01/01/2025,"18,931.00",0.00
12/02/2024,Invoice,E147,Engineered Cooling Services:Silverhill Elementary,,,01/01/2025,"12,551.00",0.00
12/06/2024,Invoice,T081,Trane U.S. Inc.:Allied Health,,,01/31/2025,"36,750.00",0.00
12/06/2024,Invoice,T082,Trane U.S. Inc.:Chipola Building C,,,01/31/2025,"9,226.00",0.00
12/06/2024,Invoice,T083,Trane U.S. Inc.:Chipola Building I,,,01/31/2025,"9,702.00",0.00
12/06/2024,Invoice,T084,Trane U.S. Inc.:Chipola Building O,,,01/31/2025,"6,418.00",0.00
12/06/2024,Invoice,T085,Trane U.S. Inc.:Freeport Middle School,,,01/31/2025,"3,200.00",0.00
12/06/2024,Invoice,T086,Trane U.S. Inc.:Kaleo Hall,,,01/31/2025,"10,560.00",0.00
12/06/2024,Invoice,T087,Trane U.S. Inc.:Myrtle Grove Elementary,,,01/31/2025,"5,600.00",0.00
12/06/2024,Invoice,T088,Trane U.S. Inc.:Pirates Voyage,,,01/31/2025,"5,000.00",0.00
12/06/2024,Invoice,T089,Trane U.S. Inc.:Seacoast High School,,,01/31/2025,"9,000.00",0.00
12/08/2024,Invoice,S413,Siemens Industry:TAFB Fire Truck Fire 347056,,,01/07/2025,"3,505.00",0.00
12/09/2024,Invoice,VA002,VA Jackson:Jackson Valve Replacement,,,01/08/2025,"40,085.00",0.00
12/30/2024,Invoice,K1003,Keesler AFB:Keesler Phase 2,,,01/29/2025,"157,066.20",0.00
12/30/2024,Invoice,S418,Siemens Industry:Eglin B8840,,,01/29/2025,"5,842.00",0.00
01/02/2025,Invoice,S422,Siemens Industry:TAFB Rec Center IOT 355569,,,02/01/2025,"2,960.00",0.00
01/06/2025,Invoice,E148,Engineered Cooling Services:Leonardo Hangar,,,02/05/2025,"10,674.00",0.00
01/06/2025,Invoice,E149,Engineered Cooling Services:Okaloosa Gas,,,02/05/2025,"18,930.00",0.00
01/06/2025,Invoice,E150,Engineered Cooling Services:Silverhill Elementary,,,02/05/2025,"25,102.00",0.00
01/06/2025,Invoice,E151,Engineered Cooling Services:Soundside High School,,,02/05/2025,"16,650.00",0.00
01/13/2025,Invoice,S421,Siemens Industry:TAFB Rec Center BAU 355483,,,02/12/2025,"26,100.00",0.00
01/13/2025,Invoice,S419,Siemens Industry:TAFB Fire Truck Fire 347056,,,02/12/2025,"7,025.00",0.00
